"registry_id","year","state","prev_yr_se_viols","prev_yr_se_hpviols","region_code","pct_white","pct_black","pct_native","pct_asian","pct_hi_pi","pct_other","earnings_median","total_population"
110070668245,2021,"MO ",0,0,"95632",81.2946721183557,3.98888854208933,3.65492056556072,6.01454477355723,0.908268048316115,14.678984987047,43384,32039
110070065624,2021,"FL",0,0,"40513",78.5321100917431,3.5998252512014,0.340760157273919,20.262123197903,0,0.0698995194408038,67809,11445
110070097663,2021,"MO",0,0,"93013",81.1585688267434,1.03989189824335,2.79654544386346,3.07267493096763,0.922389988837319,20.9564655425651,44386,17021
110065829740,2021,"FL",0,0,"90242",53.3390883149893,5.45044721003285,2.14612857588183,7.75004196340791,0.558712802436276,36.8798407788409,38921,41703
110002835068,2021,"MO",0,0,"96097",90.8850866075201,2.30249260667512,11.7342627798902,2.09125475285171,1.22517955217575,4.36206168145332,34026,9468
110064648421,2021,"CA",6,3,"40322",99.7367651360047,0.90669786487277,0.467973091547236,0,0,0,29871,3419
110070103097,2021,"California",0,0,"32819",70.5447233293835,18.0868253797264,1.45068045531258,8.86207763294912,0.147222521454989,7.7022514273403,40481,27849
110070090401,2021,"KY",0,0,"92203",80.0247218788628,1.83559950556242,1.77379480840544,4.56736711990111,0.358467243510507,25.7849196538937,NA,32360
110070090455,2021,"FL",0,0,"90021",46.6666666666667,18.3866057838661,3.19634703196347,6.17960426179604,0.273972602739726,32.7245053272451,26799,3285
110002464887,2021,"MO",0,0,"92879",54.6047978011762,8.02934459691599,1.964390372062,12.5623976880015,0.319314484347527,29.4678765586791,42073,49481
110070266668,2021,"CA",0,0,"33870",75.1323685139428,16.1842569714084,1.02364984115778,1.15160607130251,0,11.0571831980233,21725,22664
110002542847,2021,"ca",0,0,"33405",87.494001343699,4.75573471542374,0.916594682791055,0.686246280833093,0,12.7603416834629,37418,20838
110064946135,2021,"FL",0,0,"90301",34.5116988809766,32.4720244150559,4.09460834181078,4.09460834181078,0.948626653102747,33.9165818921668,31365,39320
110070554626,2021,"CA",0,0,"33477",98.0271844660194,0.240776699029126,0.233009708737864,0.978640776699029,0,1.83300970873786,52597,12875
110070549149,2021,"MO",0,0,"93031",77.8911853329372,4.27789330730382,3.21690786402411,8.07409922335865,0.672664771039341,17.1667444722658,37328,47126
110038334317,2021,"FL",0,0,"63942",100,0,0,0,0,0,25625,647
110069589047,2021,"CA",0,0,"40245",84.2020573530257,10.8815585311189,0.275846215734728,6.89040859720706,0.106315728981093,0.919487385782426,62195,34802
110065369942,2021,"KY",0,0,"91733",38.4051839315935,1.13788189186782,1.2893025741516,22.4147145274784,1.3026632225884,42.3376681214928,28081,44908
110070096315,2021,"MO",0,0,"95650",95.4126021618771,1.38412865805431,4.35011863959926,3.13076720274189,0.105457421566043,5.23991563406275,65828,15172
110070213271,2021,"California",0,0,"33434",90.5245346869712,3.18588349045202,1.2037708484409,3.40343243896543,0.0773507372492144,6.3379260333575,41576,20685
110021172899,2021,"MO",0,0,"95354",76.8065030023283,9.09276581838977,2.73681630652343,6.05367427801152,1.48278256607165,14.0803071769944,36195,24481
110070520086,2021,"FL",0,0,"64093",92.0834380497612,6.943596740028,1.86694431479553,3.72670807453416,0.0359027752845295,0.646249955121531,38153,27853
110070087319,2021,"MO",0,0,"94606",32.1174282678002,18.740701381509,2.00053134962806,38.7247608926674,0.94845908607864,14.5775770456961,41948,37640
110027970319,2021,"CA",0,0,"33330",77.6554868121133,10.0488440247476,0.879192445457506,9.27385216541843,0.657766199934875,6.81862585477043,NA,15355
110070096551,2021,"KY",0,0,"91750",77.4196356040385,5.55587791574794,1.90901705930138,12.2229314146455,1.03864453986306,13.1484275269815,54044,34468
110065246166,2021,"MO",0,0,"95119",63.3875598086124,5.90430622009569,1.36842105263158,32.4688995215311,2.39234449760766,9.311004784689,66415,10450
110070073713,2021,"CA",0,0,"33418",88.7581761985768,5.81258835086374,0.438459879723028,4.83983036634161,0.0622948462994465,2.44866665069363,51559,41737
110070393482,2021,"FL",0,0,"65560",97.4066959385291,1.31037321624588,2.79912184412733,0.987925356750823,0,1.68084522502744,31720,14576
110070504653,2021,"CA",0,0,"34610",93.9281841954206,8.24669940684993,0.567638242234836,1.93252120670961,0.0382677466675171,6.40984756680911,38345,15679
110070094926,2021,"MO",0,0,"95949",96.7731060058758,1.14145354717526,3.90117035110533,2.80787940085729,0.240812984636132,1.2763088185715,37175,20763
110067031535,2021,"CA",0,0,"32899",83.8141918235491,12.699119973265,0.481786788459396,4.33051130667261,0.43722847276373,2.88515094129442,36678,35908
110070094184,2021,"Ky",0,0,"92408",59.4675796534377,7.91643376187814,3.7520961430967,15.839854667412,0.803521520402459,19.9413079932923,30859,14312
110014377110,2021,"MO",0,0,"92841",36.9844071785819,1.03559870550162,0.976757869961754,51.5651662253604,1.25330979699912,11.9446896145925,35450,33990
110022573204,2021,"KY",0,0,"92618",45.818121778055,1.80887559852501,0.851235575776477,52.2831092113229,0.596231814929645,3.56638353299455,76471,54509
110070266856,2021,"CA",0,0,"34224",97.7396297880139,0.696438389638952,1.73498686541634,2.52917099395198,0.476510477121388,0.580365324699126,25971,16369
110065198315,2021,"KY",0,0,"91763",56.2959779558612,5.07874712440276,1.88335819197614,13.3149632176353,1.59516646864019,32.1409611446773,33332,39557
110070218187,2021,"CA",0,0,"32926",83.7022132796781,12.5010935176275,0.905432595573441,3.68734143994401,0.0393666345901496,2.8431458315108,35897,22862
110065848024,2021,"KY",0,0,"92595",70.9349474055356,5.81183522359993,1.82170770406065,8.12422871246401,1.18117176940706,21.2405241817006,40841,34034
110059802593,2021,"fl",0,0,"64854",79.6151972722845,8.54846566000974,2.67900633219678,1.04724792985874,3.99415489527521,15.806137359961,29304,4106
110070391981,2021,"Ca",0,0,"32771",60.017534630896,28.7953708574435,0.587410135016658,4.93073820796072,0.0455900403296511,9.06891109942136,42393,57030
110070452004,2021,"Ky",0,0,"90807",56.365638092908,15.7069023517539,0.324168934829811,18.51432765528,0.253830392366739,15.6732621792715,50736,32699
110070249192,2021,"FL",0,0,"68516",92.1352893235534,4.49534594432291,1.02732381074937,3.94629605799339,0.409642688628662,1.95813494616737,50790,46626
110002632553,2021,"FL",0,0,"90044",32.1554310862172,32.8905781156231,1.34726945389078,0.842168433686737,0.0960192038407682,40.129025805161,28317,99980
110038053922,2021,"KY",0,0,"92555",44.7150281321136,20.5901301378688,0.68934415668084,9.01945625563716,0.24910879182236,31.3125456341537,47237,46566
110070622201,2021,"CA",0,0,"34747",84.6798936387809,10.3088566168951,0.617713233790141,2.67539374105134,0.171814276948251,13.1806095316016,40027,24445
110067377626,2021,"CA",0,0,"33315",90.2668643439585,6.50111193476649,1.10452186805041,0.956263899184581,0,6.21942179392142,45437,13490
